#target name                                          accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#---------------------------------------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
ERZ477576.469475-NODE-469475-length-290-cov-4.02979    -         SSU_rRNA_microsporidia RF02542   hmm      157      368      269       53      -     -    6 0.55   0.2   44.5   3.7e-10 !   -
ERZ477576.443545-NODE-443545-length-298-cov-1.11111    -         SSU_rRNA_microsporidia RF02542   hmm      172      413        4      279      +     -    6 0.52   0.1   44.4   3.9e-10 !   -
ERZ477576.1086493-NODE-1086493-length-118-cov-5.71429  -         SSU_rRNA_microsporidia RF02542   hmm     1099     1202        4      109      +     -    6 0.60   0.0   44.1   4.9e-10 !   -
ERZ477576.519271-NODE-519271-length-278-cov-0.874439   -         SSU_rRNA_microsporidia RF02542   hmm      489      647      119      277      +     -    6 0.45   0.1   44.0   5.2e-10 !   -
ERZ477576.898020-NODE-898020-length-221-cov-0.825301   -         SSU_rRNA_microsporidia RF02542   hmm      623      826       20      221      +     -    6 0.40   0.1   43.7   6.5e-10 !   -
ERZ477576.1079200-NODE-1079200-length-157-cov-22.6373  -         SSU_rRNA_microsporidia RF02542   hmm      651      796        2      154      +     -    6 0.51   0.0   42.5   1.5e-09 !   -
ERZ477576.821154-NODE-821154-length-228-cov-11.4393    -         SSU_rRNA_microsporidia RF02542   hmm     1164     1309        2      166      +     -    6 0.52   0.0   42.4   1.5e-09 !   -
ERZ477576.503698-NODE-503698-length-281-cov-3.99558    -         SSU_rRNA_microsporidia RF02542   hmm       10      224        2      257      +     -    6 0.56   0.0   42.0   2.1e-09 !   -
ERZ477576.206230-NODE-206230-length-425-cov-2.23514    -         SSU_rRNA_microsporidia RF02542   hmm      146      414      354       39      -     -    6 0.50   0.1   41.4   3.1e-09 !   -
ERZ477576.455280-NODE-455280-length-294-cov-3.59414    -         SSU_rRNA_microsporidia RF02542   hmm       27      236      281       10      -     -    6 0.47   0.0   40.9   4.6e-09 !   -
ERZ477576.187609-NODE-187609-length-445-cov-47.0615    -         SSU_rRNA_microsporidia RF02542   hmm        9      290      106      444      +     -    6 0.54   0.0   40.8   4.6e-09 !   -
ERZ477576.679082-NODE-679082-length-246-cov-1.65969    -         SSU_rRNA_microsporidia RF02542   hmm      386      608      228        3      -     -    6 0.54   0.0   40.7   4.9e-09 !   -
ERZ477576.1073232-NODE-1073232-length-201-cov-2.88356  -         SSU_rRNA_microsporidia RF02542   hmm     1025     1180       17      197      +     -    6 0.56   0.0   40.1   7.6e-09 !   -
ERZ477576.304771-NODE-304771-length-353-cov-2.11409    -         SSU_rRNA_microsporidia RF02542   hmm        6      221      265       13      -     -    6 0.48   0.0   40.0   8.3e-09 !   -
ERZ477576.620564-NODE-620564-length-256-cov-1.24876    -         SSU_rRNA_microsporidia RF02542   hmm       84      302      255       11      -     -    6 0.51   0.0   38.8     2e-08 !   -
ERZ477576.1080022-NODE-1080022-length-153-cov-6.45918  -         SSU_rRNA_microsporidia RF02542   hmm     1182     1309      149        1      -     -    6 0.57   0.0   38.6   2.2e-08 !   -
ERZ477576.707004-NODE-707004-length-242-cov-1.48663    -         SSU_rRNA_microsporidia RF02542   hmm       71      220      204       19      -     -    6 0.58   0.0   37.4   5.1e-08 !   -
ERZ477576.1079864-NODE-1079864-length-154-cov-5.32323  -         SSU_rRNA_microsporidia RF02542   hmm      814      947        2      153      +     -    6 0.53   0.0   35.7   1.7e-07 !   -
ERZ477576.49540-NODE-49540-length-883-cov-12.1087      -         SSU_rRNA_microsporidia RF02542   hmm     1182     1309        5      151      +     -    6 0.56   0.0   35.4     2e-07 !   -
ERZ477576.1082951-NODE-1082951-length-137-cov-5.63415  -         SSU_rRNA_microsporidia RF02542   hmm      549      675      127        1      -     -    6 0.46   0.1   35.2   2.3e-07 !   -
ERZ477576.1080768-NODE-1080768-length-149-cov-10.9255  -         SSU_rRNA_microsporidia RF02542   hmm     1177     1303        3      148      +     -    6 0.62   0.0   35.1   2.5e-07 !   -
ERZ477576.64790-NODE-64790-length-765-cov-1.51549      -         SSU_rRNA_microsporidia RF02542   hmm        8      215      255       17      -     -    6 0.49   0.0   34.0   5.3e-07 !   -
ERZ477576.5047-NODE-5047-length-3565-cov-6.33989       -         SSU_rRNA_microsporidia RF02542   hmm        6      195     3345     3565      +     -    6 0.55   0.0   33.8   6.1e-07 !   -
ERZ477576.1079784-NODE-1079784-length-154-cov-209.354  -         SSU_rRNA_microsporidia RF02542   hmm      811      945      154        2      -     -    6 0.48   0.0   33.6   7.1e-07 !   -
ERZ477576.629272-NODE-629272-length-254-cov-22.2312    -         SSU_rRNA_microsporidia RF02542   hmm      974     1147      201        2      -     -    6 0.53   0.0   33.2   9.4e-07 !   -
ERZ477576.363640-NODE-363640-length-325-cov-2.78889    -         SSU_rRNA_microsporidia RF02542   hmm        6      196       73      323      +     -    6 0.55   0.0   33.1     1e-06 !   -
ERZ477576.1080581-NODE-1080581-length-150-cov-5.23158  -         SSU_rRNA_microsporidia RF02542   hmm      814      943      149        2      -     -    6 0.51   0.0   32.8   1.3e-06 !   -
ERZ477576.892996-NODE-892996-length-221-cov-1.28916    -         SSU_rRNA_microsporidia RF02542   hmm       72      204      180        2      -     -    6 0.57   0.0   32.7   1.3e-06 !   -
ERZ477576.1088278-NODE-1088278-length-111-cov-7.78571  -         SSU_rRNA_microsporidia RF02542   hmm      586      685      101        2      -     -    6 0.48   0.0   31.8   2.6e-06 !   -
ERZ477576.1080012-NODE-1080012-length-153-cov-7.88776  -         SSU_rRNA_microsporidia RF02542   hmm      814      943      152        2      -     -    6 0.52   0.0   31.4   3.3e-06 !   -
ERZ477576.751469-NODE-751469-length-236-cov-2.07735    -         SSU_rRNA_microsporidia RF02542   hmm       39      207       16      235      +     -    6 0.48   0.0   30.4   6.7e-06 !   -
ERZ477576.203856-NODE-203856-length-428-cov-1.10724    -         SSU_rRNA_microsporidia RF02542   hmm      623      703      422      342      -     -    6 0.47   0.0   30.1   8.2e-06 !   -
ERZ477576.1083415-NODE-1083415-length-134-cov-30.5316  -         SSU_rRNA_microsporidia RF02542   hmm      642      769        2      133      +     -    6 0.54   0.0   28.1   3.3e-05 !   -
ERZ477576.1062788-NODE-1062788-length-206-cov-1.50993  -         SSU_rRNA_microsporidia RF02542   hmm      357      484       39      166      +     -    6 0.53   0.0   28.0   3.4e-05 !   -
ERZ477576.1081401-NODE-1081401-length-145-cov-38.5     -         SSU_rRNA_microsporidia RF02542   hmm     1164     1285        2      144      +     -    6 0.62   0.0   27.8   4.1e-05 !   -
ERZ477576.1048116-NODE-1048116-length-207-cov-2.15789  -         SSU_rRNA_microsporidia RF02542   hmm      931     1072      194       58      -     -    6 0.49   0.0   27.7   4.3e-05 !   -
ERZ477576.1048876-NODE-1048876-length-207-cov-1.80263  -         SSU_rRNA_microsporidia RF02542   hmm       68      204      181        3      -     -    6 0.51   0.0   26.7   8.5e-05 !   -
ERZ477576.716275-NODE-716275-length-241-cov-1.11828    -         SSU_rRNA_microsporidia RF02542   hmm      781      969        4      174      +     -    6 0.46   0.0   26.4   0.00011 !   -
ERZ477576.357409-NODE-357409-length-328-cov-1.32601    -         SSU_rRNA_microsporidia RF02542   hmm      379      577      211       10      -     -    6 0.44   0.4   25.8   0.00016 !   -
ERZ477576.989434-NODE-989434-length-212-cov-1.54777    -         SSU_rRNA_microsporidia RF02542   hmm      323      476       19      204      +     -    6 0.49   0.0   25.4   0.00021 !   -
ERZ477576.1029989-NODE-1029989-length-209-cov-1.09091  -         SSU_rRNA_microsporidia RF02542   hmm      963     1133      192        3      -     -    6 0.48   0.0   25.4   0.00022 !   -
ERZ477576.20917-NODE-20917-length-1467-cov-25.3251     -         SSU_rRNA_microsporidia RF02542   hmm     1177     1309        3      155      +     -    6 0.60   0.0   25.3   0.00023 !   -
ERZ477576.999133-NODE-999133-length-211-cov-80.1731    -         SSU_rRNA_microsporidia RF02542   hmm      253      412      208       16      -     -    6 0.57   0.2   25.1   0.00027 !   -
ERZ477576.474588-NODE-474588-length-289-cov-1.30769    -         SSU_rRNA_microsporidia RF02542   hmm     1238     1309       61      131      +     -    6 0.52   0.0   24.9   0.00031 !   -
ERZ477576.1078085-NODE-1078085-length-164-cov-12.2294  -         SSU_rRNA_microsporidia RF02542   hmm       84      214        2      160      +     -    6 0.50   0.0   24.1   0.00054 !   -
ERZ477576.1085125-NODE-1085125-length-125-cov-18.4143  -         SSU_rRNA_microsporidia RF02542   hmm     1247     1309       63        1      -     -    6 0.52   0.0   23.6   0.00073 !   -
ERZ477576.1077121-NODE-1077121-length-170-cov-64.0696  -         SSU_rRNA_microsporidia RF02542   hmm      160      301       27      167      +     -    6 0.52   0.0   23.0    0.0011 !   -
ERZ477576.1060495-NODE-1060495-length-206-cov-2.40397  -         SSU_rRNA_microsporidia RF02542   hmm        6      150       44      191      +     -    6 0.47   0.0   22.7    0.0014 !   -
ERZ477576.47919-NODE-47919-length-900-cov-8.59172      -         SSU_rRNA_microsporidia RF02542   hmm     1258     1309      893      842      -     -    6 0.58   0.0   22.4    0.0018 !   -
ERZ477576.841472-NODE-841472-length-226-cov-1.57895    -         SSU_rRNA_microsporidia RF02542   hmm       90      225        5      182      +     -    6 0.52   0.0   22.2    0.0021 !   -
ERZ477576.1079718-NODE-1079718-length-155-cov-5.51     -         SSU_rRNA_microsporidia RF02542   hmm     1026     1145       11      154      +     -    6 0.51   0.0   22.1    0.0021 !   -
ERZ477576.358706-NODE-358706-length-327-cov-168.956    -         SSU_rRNA_microsporidia RF02542   hmm     1259     1309        7       57      +     -    6 0.57   0.0   21.0    0.0046 !   -
ERZ477576.832134-NODE-832134-length-227-cov-1.5407     -         SSU_rRNA_microsporidia RF02542   hmm      938     1074        3      169      +     -    6 0.57   0.0   20.4    0.0068 !   -
ERZ477576.81187-NODE-81187-length-679-cov-4.91667      -         SSU_rRNA_microsporidia RF02542   hmm     1266     1309        4       47      +     -    6 0.57   0.0   20.2     0.008 !   -
ERZ477576.1073268-NODE-1073268-length-201-cov-1.77397  -         SSU_rRNA_microsporidia RF02542   hmm      398      593      201        4      -     -    6 0.52   0.1   19.6     0.012 ?   -
ERZ477576.488178-NODE-488178-length-285-cov-5.38261    -         SSU_rRNA_microsporidia RF02542   hmm     1267     1309      284      242      -     -    6 0.53   0.0   18.9      0.02 ?   -
ERZ477576.1077371-NODE-1077371-length-168-cov-38.2124  -         SSU_rRNA_microsporidia RF02542   hmm      932     1064        4      166      +     -    6 0.56   0.0   18.5     0.027 ?   -
ERZ477576.1060556-NODE-1060556-length-206-cov-2.2649   -         SSU_rRNA_microsporidia RF02542   hmm      279      415        3      172      +     -    6 0.59   0.1   18.3      0.03 ?   -
ERZ477576.634058-NODE-634058-length-254-cov-0.809045   -         SSU_rRNA_microsporidia RF02542   hmm      386      521      185       53      -     -    6 0.28   0.1   17.5     0.053 ?   -
ERZ477576.10844-NODE-10844-length-2214-cov-4.44697     -         SSU_rRNA_microsporidia RF02542   hmm     1266     1309        5       48      +     -    6 0.45   0.0   16.9     0.077 ?   -
ERZ477576.11666-NODE-11666-length-2116-cov-2.2164      -         SSU_rRNA_microsporidia RF02542   hmm     1266     1309        5       48      +     -    6 0.45   0.0   16.9     0.077 ?   -
ERZ477576.20201-NODE-20201-length-1499-cov-2.69252     -         SSU_rRNA_microsporidia RF02542   hmm     1266     1309        5       48      +     -    6 0.45   0.0   16.9     0.077 ?   -
ERZ477576.1072901-NODE-1072901-length-204-cov-2.61074  -         SSU_rRNA_microsporidia RF02542   hmm      279      412      201        9      -     -    6 0.51   0.1   15.6       0.2 ?   -
ERZ477576.56643-NODE-56643-length-821-cov-14.7611      -         SSU_rRNA_microsporidia RF02542   hmm     1266     1309      820      777      -     -    6 0.57   0.0   15.4      0.22 ?   -
ERZ477576.511988-NODE-511988-length-279-cov-4.45089    -         SSU_rRNA_microsporidia RF02542   hmm     1269     1309        1       41      +     -    6 0.56   0.0   14.9      0.32 ?   -
ERZ477576.836964-NODE-836964-length-227-cov-0.912791   -         SSU_rRNA_microsporidia RF02542   hmm      158      305      178       32      -     -    6 0.47   0.0   14.6       0.4 ?   -
ERZ477576.1079658-NODE-1079658-length-155-cov-50.07    -         SSU_rRNA_microsporidia RF02542   hmm      912     1031      154        4      -     -    6 0.56   0.0   14.0       0.6 ?   -
ERZ477576.487330-NODE-487330-length-286-cov-0.865801   -         SSU_rRNA_microsporidia RF02542   hmm      944     1154       72      270      +     -    6 0.38   0.5   13.7      0.73 ?   -
ERZ477576.1075805-NODE-1075805-length-180-cov-2.048    -         SSU_rRNA_microsporidia RF02542   hmm       11      151        3      159      +     -    6 0.50   0.0   13.7      0.76 ?   -
ERZ477576.1074599-NODE-1074599-length-189-cov-9.73134  -         SSU_rRNA_microsporidia RF02542   hmm        5      148       15      176      +     -    6 0.48   0.0   13.6      0.82 ?   -
ERZ477576.796761-NODE-796761-length-231-cov-1.29545    -         SSU_rRNA_microsporidia RF02542   hmm       28      187        8      230      +     -    6 0.44   0.0   13.3         1 ?   -
ERZ477576.71272-NODE-71272-length-727-cov-2.87202      -         SSU_rRNA_microsporidia RF02542   hmm        5      165      236       58      -     -    6 0.50   0.0   13.0       1.2 ?   -
ERZ477576.1074589-NODE-1074589-length-189-cov-12.9627  -         SSU_rRNA_microsporidia RF02542   hmm      422      578       16      174      +     -    6 0.42   0.2   12.8       1.4 ?   -
ERZ477576.170389-NODE-170389-length-467-cov-3.41748    -         SSU_rRNA_microsporidia RF02542   hmm      522      792      382      141      -     -    6 0.36   1.7   12.7       1.5 ?   -
ERZ477576.60625-NODE-60625-length-793-cov-1.37805      -         SSU_rRNA_microsporidia RF02542   hmm      356      438      645      563      -     -    6 0.37   0.0   12.6       1.6 ?   -
ERZ477576.88259-NODE-88259-length-651-cov-1.4849       -         SSU_rRNA_microsporidia RF02542   hmm      388      498      422      550      +     -    6 0.38   0.1   12.1       2.2 ?   -
ERZ477576.1034302-NODE-1034302-length-209-cov-0.720779 -         SSU_rRNA_microsporidia RF02542   hmm      380      494       24      144      +     -    6 0.42   0.0   12.1       2.3 ?   -
ERZ477576.139063-NODE-139063-length-517-cov-1.69264    -         SSU_rRNA_microsporidia RF02542   hmm      393      515      214       93      -     -    6 0.37   0.0   11.7         3 ?   -
ERZ477576.84527-NODE-84527-length-665-cov-2.7918       -         SSU_rRNA_microsporidia RF02542   hmm      355      570      356      155      -     -    6 0.47   0.5   11.2       4.3 ?   -
ERZ477576.539472-NODE-539472-length-273-cov-1.18807    -         SSU_rRNA_microsporidia RF02542   hmm      368      505      238       90      -     -    6 0.46   0.1   11.1       4.6 ?   -
ERZ477576.729635-NODE-729635-length-239-cov-1.39674    -         SSU_rRNA_microsporidia RF02542   hmm       71      153       20      125      +     -    6 0.37   0.0   10.9         5 ?   -
ERZ477576.560442-NODE-560442-length-268-cov-1.64789    -         SSU_rRNA_microsporidia RF02542   hmm      405      516      140       29      -     -    6 0.26   0.2   10.6       6.6 ?   -
ERZ477576.68306-NODE-68306-length-744-cov-1.49347      -         SSU_rRNA_microsporidia RF02542   hmm      649      814       50      231      +     -    6 0.41   0.0   10.1       9.1 ?   -
ERZ477576.263617-NODE-263617-length-378-cov-1.82663    -         SSU_rRNA_microsporidia RF02542   hmm     1257     1309       23       75      +     -    6 0.57   0.0   10.0       9.6 ?   -
ERZ477576.1079152-NODE-1079152-length-158-cov-2.99029  -         SSU_rRNA_microsporidia RF02542   hmm      336      411       92      155      +     -    6 0.52   0.0   10.0       9.7 ?   -
#
# Program:         cmsearch
# Version:         1.1.2 (July 2016)
# Pipeline mode:   SEARCH
# Query file:      /hps/nobackup2/production/metagenomics/pipeline/testing/amplicon-test/work-dir/kate/d6546107-b3e0-4285-9cdf-a112ffd69a52/find_ribosomal_ncRNAs/cmsearch/RF02542.cm
# Target file:     /hps/nobackup2/production/metagenomics/pipeline/testing/amplicon-test/work-dir/kate/d6546107-b3e0-4285-9cdf-a112ffd69a52/index_reads/ERZ477576_FASTA.fasta
